Longitude,Latitude,Country-CH,Country,Report number,Disease,Genotype/ Serotype/ Subtype,Reason,Start date,Report date,reportId,reportStatus,eventId,eventStatus,animalType
105.318756,61.52401,俄罗斯,Russia,FUR_12,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,First occurrence in a zone or a compartment,2022/05/28,2022/11/01,157687,Validated,4484,Resolved,terrestrial
8.468946,60.472024,挪威,Norway,IN,Rabbit haemorrhagic disease ,RHDV2,Recurrence of an eradicated disease,2022/05/01,2022/11/11,157674,Validated,4685,Resolved,terrestrial
25.48583,42.733883,保加利亚,Bulgaria,FUR_1,High pathogenicity avian influenza viruses (poultry) (Inf. with),Untyped or partially typed,Recurrence of an eradicated disease,2022/10/20,2023/02/07,157673,Validated,4672,Resolved,terrestrial
,,,Palestine,IN,Bovine babesiosis ,,Recurrence of an eradicated disease,2022/10/16,2022/10/30,157666,Validated,4684,On-going,terrestrial
2.213749,46.227638,法国,France,IN,Rabies virus (Inf. with) ,RABV,Recurrence of an eradicated disease,2022/10/24,2022/10/28,157642,Validated,4679,On-going,terrestrial
9.537499,33.886917,突尼斯,Tunisia,IN,West Nile Fever ,,Recurrence of an eradicated disease,2022/10/05,2022/10/31,157634,Validated,4677,On-going,terrestrial
45.038189,40.069099,亚美尼亚,Armenia,FUR_7,Leishmaniosis ,,Recurrence of an eradicated disease,2020/01/24,2022/10/31,157632,Validated,3121,Resolved,terrestrial
,,,Melilla,IN,Rabies virus (Inf. with) ,RABV,Recurrence of an eradicated disease,2022/10/19,2022/10/28,157629,Validated,4676,Resolved,terrestrial
,,,Vietnam,FUR_5,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2021/10/12,2022/10/26,157624,Validated,4221,On-going,terrestrial
8.675277,9.081999,尼日利亚,Nigeria,IN,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2022/03/30,2022/11/24,157612,Validated,4674,Resolved,terrestrial
-3.435973,55.378051,联合王国,United Kingdom,IN,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2022/10/11,2022/10/21,157556,Validated,4669,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_2,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/07/25,2022/10/21,157552,Validated,4556,Resolved,terrestrial
-102.552784,23.634501,墨西哥,Mexico,IN,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,New strain in the country,2022/10/08,2022/10/21,157548,Validated,4667,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/08/31,2022/10/21,157544,Validated,4609,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_2,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/08/30,2022/10/21,157542,Validated,4601,Resolved,terrestrial
17.228331,26.3351,利比亚,Libya,FUR_12,Rift Valley fever virus (Inf. with) ,,First occurrence in the country,2019/12/12,2022/12/29,157539,Validated,3099,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2022/08/17,2022/10/21,157536,Validated,4595,Resolved,terrestrial
,,,Cote D'Ivoire,IN,Crimean Congo haemorrhagic fever (2006-),,First occurrence in the country,2022/07/16,2022/10/20,157535,Validated,4664,Resolved,terrestrial
25.748151,61.92411,芬兰,Finland,FUR_3,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N5,New strain in the country,2022/09/17,2022/10/19,157503,Validated,4635,Resolved,terrestrial
35.529562,-18.665695,莫桑比克,Mozambique,IN,Foot and mouth disease virus (Inf. with) ,Not sampled,First occurrence in a zone or a compartment,2022/10/14,2022/10/18,157496,Validated,4654,On-going,terrestrial
-74.297333,4.570868,哥伦比亚,Colombia,FUR_9,Newcastle disease virus (Inf. with) ,,Recurrence of an eradicated disease,2022/04/10,2022/10/26,157495,Validated,4436,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_3,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/08/03,2022/10/14,157438,Validated,4576,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/08/19,2022/10/14,157437,Validated,4591,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/08/15,2022/10/14,157435,Validated,4589,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_9,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/03/22,2022/10/14,157433,Validated,4373,Resolved,terrestrial
125.727539,-8.874217,东帝汶,Timor-Leste,FUR_2,African swine fever virus (Inf. with) ,,First occurrence in the country,2019/09/09,2022/10/17,157424,Validated,3038,Resolved,terrestrial
,,,Reunion,IN,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,First occurrence in a zone or a compartment,2022/10/01,2022/10/13,157421,Validated,4646,On-going,terrestrial
,,,Reunion,IN,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,First occurrence in a zone or a compartment,2022/10/01,2022/10/12,157411,Validated,4645,On-going,terrestrial
10.451526,51.165691,德国,Germany,FUR_2,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2022/07/01,2022/10/11,157398,Validated,4517,Resolved,terrestrial
,,,Myanmar,FUR_2,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2020/10/13,2022/10/11,157396,Validated,3373,Resolved,terrestrial
,,,Melilla,FUR_9,Rabies virus (Inf. with) ,RABV,Recurrence of an eradicated disease,2021/09/21,2022/10/10,157367,Validated,3974,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/08/23,2022/10/06,157363,Validated,4593,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/08/19,2022/10/06,157362,Validated,4590,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/07/31,2022/10/06,157361,Validated,4573,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/07/15,2022/10/06,157358,Validated,4547,Resolved,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_5,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/06/14,2022/10/07,157343,Validated,4493,Resolved,terrestrial
12.56738,41.87194,意大利,Italy,FUR_20,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2021/10/28,2022/10/04,157302,Validated,4060,Resolved,terrestrial
21.824312,39.074208,希腊,Greece,FUR_5,West Nile Fever ,,Recurrence of an eradicated disease,2019/07/09,2022/10/05,157283,Validated,2956,Resolved,terrestrial
-8.224454,39.399872,葡萄牙,Portugal,FUR_4,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2022/07/27,2022/11/10,157265,Validated,4583,Resolved,terrestrial
,,,Zambia,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/03/01,2022/09/30,157257,Validated,4386,Resolved,terrestrial
,,,Zambia,FUR_2,Foot and mouth disease virus (Inf. with) ,Untyped or partially typed,Recurrence of an eradicated disease,2021/03/29,2022/09/30,157255,Validated,3892,Resolved,terrestrial
,,,Zambia,FUR_1,Foot and mouth disease virus (Inf. with) ,SAT 2,Recurrence of an eradicated disease,2020/12/12,2022/12/12,157253,Validated,3891,Resolved,terrestrial
28.369885,47.411631,摩尔多瓦,Moldova,FUR_4,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/08/10,2022/11/07,157248,Validated,4579,Resolved,terrestrial
,,,Korea (Rep. of),FUR_5,African swine fever virus (Inf. with) ,,First occurrence in the country,2021/08/31,2022/09/29,157241,Validated,4345,On-going,terrestrial
18.643501,60.128161,瑞典,Sweden,FUR_39,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2021/10/26,2022/09/30,157240,Validated,4048,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_1,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,First occurrence in a zone or a compartment,2022/07/22,2022/09/28,157224,Validated,4562,Resolved,terrestrial
138.252924,36.204824,日本,Japan,FUR_6,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5 (N untyped),Recurrence of an eradicated disease,2022/01/23,2022/09/27,157196,Validated,4339,Resolved,terrestrial
138.252924,36.204824,日本,Japan,FUR_7,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Recurrence of an eradicated disease,2022/01/02,2022/09/27,157195,Validated,4288,Resolved,terrestrial
138.252924,36.204824,日本,Japan,FUR_2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H5N1,Unusual host species,2022/03/31,2022/09/27,157193,Validated,4395,Resolved,terrestrial
15.2,45.1,克罗地亚,Croatia,FUR_1,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated strain,2022/05/25,2022/09/27,157178,Validated,4486,Resolved,terrestrial
17.228331,26.3351,利比亚,Libya,FUR_4,Peste des petits ruminants virus (Inf. with) ,,Recurrence of an eradicated disease,2020/09/17,2022/10/21,157152,Validated,3321,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_2,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/08/03,2022/09/22,157146,Validated,4577,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_3,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/06/24,2022/09/22,157145,Validated,4513,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/07/17,2022/09/22,157143,Validated,4548,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_3,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/06/09,2022/09/22,157126,Validated,4494,Resolved,terrestrial
105.318756,61.52401,俄罗斯,Russia,FUR_1,Lumpy skin disease virus (Inf. with) ,,First occurrence in a zone or a compartment,2022/07/12,2022/09/22,157122,Validated,4554,Resolved,terrestrial
24.96676,45.943161,罗马尼亚,Romania,FUR_2,Anthrax ,,Recurrence of an eradicated disease,2022/07/26,2022/09/21,157116,Validated,4557,Resolved,terrestrial
,,,South Africa,FUR_2,Koi herpesvirus (Inf. with),,Recurrence,2021/03/04,2022/09/21,157094,Validated,4383,Resolved,aquatic
21.824312,39.074208,希腊,Greece,FUR_2,Equine infectious anaemia ,,Recurrence of an eradicated disease,2019/06/05,2022/09/20,157080,Validated,2951,On-going,terrestrial
28.369885,47.411631,摩尔多瓦,Moldova,FUR_6,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2022/08/02,2022/09/19,157073,Validated,4569,Resolved,terrestrial
,,,South Africa,FUR_1,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2022/07/05,2022/09/19,157071,Validated,4574,On-going,terrestrial
32.290275,1.373333,乌干达,Uganda,FUR_2,Anthrax ,,Unexpected change or increase,2018/05/17,2022/09/16,157062,Validated,2550,Stable,terrestrial
19.145136,51.919438,波兰,Poland,FUR_3,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2022/07/18,2022/09/19,157061,Validated,4535,Resolved,terrestrial
66.923684,48.019573,哈萨克斯坦,Kazakhstan,FUR_3,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis ,,First occurrence in a zone or a compartment,2022/05/06,2022/09/14,157021,Validated,4468,Resolved,terrestrial
8.675277,9.081999,尼日利亚,Nigeria,FUR_13,African swine fever virus (Inf. with) ,,Unexpected change or increase,2020/05/26,2022/09/14,157017,Validated,3222,Stable,terrestrial
28.369885,47.411631,摩尔多瓦,Moldova,FUR_6,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,First occurrence in a zone or a compartment,2022/07/31,2022/09/13,156993,Validated,4565,Resolved,terrestrial
12.56738,41.87194,意大利,Italy,FUR_25,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N1,Recurrence of an eradicated disease,2021/10/18,2022/09/14,156987,Validated,4017,Resolved,terrestrial
12.56738,41.87194,意大利,Italy,FUR_1,SARS-CoV-2 in animals (Inf. with),,Emerging disease,2021/03/18,2022/09/09,156963,Validated,3664,Resolved,terrestrial
12.56738,41.87194,意大利,Italy,FUR_1,Viral haemorrhagic septicaemia virus (Inf. with),,Recurrence,2019/11/18,2022/09/09,156962,Validated,3070,Resolved,aquatic
12.56738,41.87194,意大利,Italy,FUR_1,Infectious haematopoietic necrosis virus (Inf. with),,Recurrence,2019/11/18,2022/09/09,156960,Validated,3071,Resolved,aquatic
12.56738,41.87194,意大利,Italy,FUR_1,Infectious haematopoietic necrosis virus (Inf. with),,Recurrence,2021/02/24,2022/09/08,156952,Validated,3711,Resolved,aquatic
12.56738,41.87194,意大利,Italy,FUR_1,Viral haemorrhagic septicaemia virus (Inf. with),,Recurrence,2021/02/24,2022/09/08,156951,Validated,3710,Resolved,aquatic
12.56738,41.87194,意大利,Italy,FUR_2,Viral haemorrhagic septicaemia virus (Inf. with),,Recurrence,2021/03/18,2022/09/08,156950,Validated,3640,Resolved,aquatic
2.213749,46.227638,法国,France,FUR_1,Anthrax ,,Recurrence of an eradicated disease,2022/06/12,2022/09/06,156898,Validated,4515,On-going,terrestrial
10.451526,51.165691,德国,Germany,FUR_11,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2021/11/14,2022/09/02,156873,Validated,4074,On-going,terrestrial
-102.552784,23.634501,墨西哥,Mexico,FUR_1,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,New strain in a zone or a compartment,2022/04/21,2022/11/02,156861,Validated,4426,Resolved,terrestrial
25.48583,42.733883,保加利亚,Bulgaria,FUR_1,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5 (N untyped),Recurrence of an eradicated disease,2022/06/09,2022/08/31,156833,Validated,4489,Resolved,terrestrial
-10.940835,21.00789,毛利塔尼亚,Mauritania,FUR_1,Rift Valley fever virus (Inf. with) ,,Recurrence of an eradicated disease,2021/09/25,2022/08/30,156824,Validated,3990,On-going,terrestrial
14.550072,47.516231,奥地利,Austria,FUR_4,Infectious bovine rhinotracheitis/infectious pustular vulvovaginitis ,,Recurrence of an eradicated disease,2022/06/03,2022/08/30,156816,Validated,4492,Resolved,terrestrial
28.369885,47.411631,摩尔多瓦,Moldova,FUR_9,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/05/26,2022/08/29,156780,Validated,4471,Resolved,terrestrial
28.369885,47.411631,摩尔多瓦,Moldova,FUR_5,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/07/12,2022/08/29,156779,Validated,4529,Resolved,terrestrial
-63.588653,-16.290154,玻利维亚,Bolivia,FUR_3,Aethina tumida (Inf. with)(Small hive beetle)(2006-),,First occurrence in the country,2022/05/25,2022/09/01,156774,Validated,4490,On-going,terrestrial
10.451526,51.165691,德国,Germany,FUR_1,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2022/05/24,2022/08/25,156750,Validated,4469,Resolved,terrestrial
78.96288,20.593684,印度,India,IN,Lumpy skin disease virus (Inf. with) ,,First occurrence in a zone or a compartment,2022/06/18,2022/09/02,156736,Validated,4588,On-going,terrestrial
78.96288,20.593684,印度,India,FUR_1,Lumpy skin disease virus (Inf. with) ,,First occurrence in the country,2019/08/12,2022/09/02,156733,Validated,3063,On-going,terrestrial
25.748151,61.92411,芬兰,Finland,FUR_9,Infectious haematopoietic necrosis virus (Inf. with),,Recurrence,2022/06/08,2022/08/24,156728,Validated,4500,Resolved,aquatic
28.369885,47.411631,摩尔多瓦,Moldova,FUR_5,African swine fever virus (Inf. with) ,,First occurrence in a zone or a compartment,2022/07/07,2022/08/24,156722,Validated,4526,Resolved,terrestrial
,,,United States of America,FUR_1,Infectious salmon anaemia virus (Inf. with) (HPR-deleted or HPR0 genotypes),HPR-deleted,Recurrence,2022/06/29,2022/08/24,156702,Validated,4538,Resolved,aquatic
34.851612,31.046051,以色列,Israel,FUR_1,Peste des petits ruminants virus (Inf. with) ,,Recurrence of an eradicated disease,2022/07/17,2022/08/20,156684,Validated,4559,On-going,terrestrial
31.16558,48.379433,乌克兰,Ukraine,FUR_1,African swine fever virus (Inf. with) ,,Recurrence of an eradicated disease,2022/06/19,2022/08/19,156671,Validated,4496,Resolved,terrestrial
20.168331,41.153332,阿尔巴尼亚,Albania,FUR_3,High pathogenicity avian influenza viruses (poultry) (Inf. with),H5N8,Recurrence of an eradicated strain,2022/03/17,2023/02/06,156648,Validated,4363,Resolved,terrestrial
45.038189,40.069099,亚美尼亚,Armenia,FUR_6,Rabies virus (Inf. with) ,Untyped or partially typed,Recurrence of an eradicated disease,2020/03/06,2022/08/17,156647,Validated,3149,Stable,terrestrial
