类别,电影详情页url,电影名,年份,标签,导演,编剧,演员,评分,简介,海报url
最新,https://movie.douban.com/subject/27178698/,少女与战车 最终章 第3话 ガールズ＆パンツァー 最終章 第3話,2021,动画,水岛努,吉田玲子,渊上舞/茅野爱衣/尾崎真实/中上育实/井口裕香/濑户麻沙美/能登麻美子/大空直美/伊濑茉莉也,8.8,冬季無限軌道杯第2回戦。勝利のため、あらゆる「突撃」を駆使した戦法で迫り来る知波単学園に、大洗女子学園は大苦戦！ジャングル、そして夜戦という環境の中、追い詰められたみほ達に逆転の一手はあるのか？他校の試合も見逃せない！サンダースvs継続、黒森峰vsプラウダ、聖グロvsアンツィオの試合の行方はもはや予測不能！？それぞれに白熱する試合模様！勝利をつかむのは、果たして――！？,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2631004872.jpg
最新,https://movie.douban.com/subject/30214145/,RRR Roudram Ranam Rudhiram,2022,动作,S·S·拉贾穆里,维杰耶德拉·普拉萨德/Sai Madhav Burra/马德汉·卡尔基/S·S·拉贾穆里/Riya Mukherjee,小老虎/拉姆·查兰·特哈/阿贾耶·德乌干/阿莉雅·布哈特/施芮娅·萨兰/Samuthirakani/雷·史蒂文森/艾莉森·杜迪/Olivia Morris/Chandra Sekhar/Makrand Deshpande/Rajeev Kanakala/Rahul Ramakrishna/Edward Sonnenblick/Varun Buddhadev/马克·班宁顿/Ahmareen Anjum /爱德华·布海克,7.2,1920年，英国总督斯科特和他的妻子凯瑟琳访问阿迪拉巴德的一个部落，并强行带走了部落里歌唱天赋异禀的小女孩玛莉，部落的保护者比姆（小老虎 饰演）为了救回玛莉，伪装成穆斯林。斯科特得知消息后，总督府的底层卫兵拉朱（拉姆·查兰·特哈 饰演）为了升职也同时为了完成他父亲遗愿和他对部落承诺，主动请愿自己可以将比姆逮捕。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2875383734.jpg
最新,https://movie.douban.com/subject/35172036/,空气杀人 공기살인,2022,上映日期,赵容善,金相庆/李先彬/尹敬浩/徐英姬/李至勋/张光/宋英奎/张赫镇/成秉淑,,6.5,该片改编自同名小说，素材取自于2011年发生的加湿器杀菌剂事件，通过这个事件来讲述有些事情必须有人去做，还没有结束的我们所有人的故事。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2870177567.jpg
最新,https://movie.douban.com/subject/35400037/,午夜少女大战 真夜中乙女戦争,2022,剧情,二宫健,二宫健,永濑廉/池田依来沙/柄本佑/渡边真起子,5.5,过着无精打采日子的平凡大学生的私，一边被在“捉迷藏社团”中遇到的冷酷且聪明的前辈所吸引，一边与瞬间掌握人心的神秘男子黑服实现命运般的相遇。无聊的日子一变，被卷入了名为“真夜中乙女战争”的东京破坏计画中……,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2731236644.jpg
最新,https://movie.douban.com/subject/35448983/,我吃了那男孩一整年的早餐,2022,剧情/爱情,杜政哲,杜政哲,周兴哲/李沐/何思静/宋柏纬/娄峻硕/李悠/黄礼丰/葛丞/林鹤轩/张俐晴/洪于晴/陈淑芳/于子育/邱凯伟/刘品言/方志友/李霈瑜/林柏宏/吴以涵/周予天/唐纶,6.2,17岁、高二的项微心（李沐 饰）视吃为人生最重要也是最疗癒的事，而她第一次跟学长陶宥全（周兴哲 饰）相遇，就是在学校的福利社。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2831900350.jpg
最新,https://movie.douban.com/subject/34970422/,记忆 Memory,2022,动作/惊悚,马丁·坎贝尔,达里奥·斯卡达潘/杰弗·格瑞特/卡尔·乔斯/艾瑞克·范·洛依,连姆·尼森/莫妮卡·贝鲁奇/盖·皮尔斯/雷·史蒂文森/塔伊·阿特沃尔/斯特拉·斯托克尔/路易·曼迪勒/雷·费隆/安东尼奥·杰拉米洛/李·布罗德曼/娜塔莉·安德森/蕾贝卡·卡尔德/哈罗德·托雷斯/西加尔·迪亚曼特/凯特·尼科尔斯/阿塔纳斯·斯雷布雷夫/斯科特·威廉斯/道格·拉奥,5.9,该片改编自2003年丹麦影片《冷面赤心》。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2870409802.jpg
最新,https://movie.douban.com/subject/35410040/,耍宝警探 Loin du périph,2022,喜剧/动作,路易斯·莱特里尔,斯特凡纳·卡赞吉安,奥玛·希/罗兰·拉斐特/Izïa Higelin/德米特里·斯托罗奇/卢卡·奎因/Caroline Mathieu/Léopold Bara/Jean-Louis Tilburg,5.9,两名不合拍的警察十年后被迫再次搭档，来到一座四分五裂的法国小镇调查一起谋杀案。在那里，更大的阴谋浮出水面。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2869955589.jpg
最新,https://movie.douban.com/subject/26967870/,吾妻之话 A feleségem története,2021,爱情,伊尔蒂科·茵叶蒂,伊尔蒂科·茵叶蒂/菲什特·米兰,蕾雅·赛杜/吉斯·纳贝/路易·加瑞尔/赛尔乔·鲁比尼/杰丝敏·特丽卡/卢娜·韦德勒/约瑟夫·哈德/乌尔里希·马特斯/乌多·萨梅尔/Tulián Aczél/艾培德·安托利克/Ralph Berkin/罗曼娜·波琳热/Beniamino Brogi/Simone Coppo,5.9,影片由匈牙利超现实主义大师埃涅迪·伊尔迪科执导并改编自菲什特·米兰1940年代同名小说《吾妻之话》，回忆什特尔·雅各布船长和友人打赌，与下一位走进咖啡馆的女子结婚。由此，他娶了一名法国女子，有了一段不幸婚姻，并怀疑妻子于己不忠。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2667566912.jpg
最新,https://movie.douban.com/subject/35411552/,替身演员 The Valet,2022,喜剧/爱情,黄世宁,鲍勃·费希尔/罗布·格林伯格/弗朗西斯·韦贝尔,欧赫尼奥·德尔维斯/萨玛拉·维文/马克思·格林菲尔德/贝琪·勃兰特/卡门·萨丽娜斯/阿莫里·诺拉斯科/阿曼多·汤姆森/马利索·妮可/约翰·皮鲁切洛/拉维·帕特尔/阿莱克斯·费尔南德斯/诺埃米·冈萨雷斯/米丽娜·里韦罗/克里斯·加恩/威尔莫·卡德隆/薇薇安娜·查维斯/迈克·巴什/金永/Tiana Okoye/Carlos Santos/Diany Rodriguez/Joshua Vasquez,7.3,该片改编自2006年法国电影[替身演员]，维文将饰演一位电影明星，她请了一位名叫安东尼奥(德尔维斯饰)的泊车员冒充她的情人，以掩饰自己与一个已婚男子的关系。作为一名拉丁男仆，努力工作的安东尼奥过着几乎毫无身份的生活，但通过这件事，他开始得到大家的尊重。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2872434108.jpg
最新,https://movie.douban.com/subject/35050800/,双重躯体 Dual,2022,科幻/惊悚,莱利·斯特恩斯,莱利·斯特恩斯,凯伦·吉兰/亚伦·保尔/比尤拉·寇尔/西奥·詹姆斯/埃莉娜·杰克逊/玛伊娅·保尼奥/蕾雅·莱斯特/琼·海德/克里斯托弗·古梅鲁斯/尼科·谢基宁/贾尼·谢基宁/艾尔莎·赛西奥/雷姆·瓦利萨里/米内亚·瓦利萨里/阿米拉·哈利法/卡塔莉娜·哈武凯宁/莱利·斯特恩斯/马尔凯塔·蒂卡宁/罗伯特·恩克尔,6.4,Sarah(凯伦·吉兰 饰)在收到绝症诊断后，决定用克隆技术复制自己，以减轻她的离世对朋友和家人造成的痛苦；可她却奇迹般地康复了。然而，此时她申请销毁自己的克隆复制品的尝试却失败了，法院授权判罚：本体和克隆体必须进行决斗，两人只能活下来一个。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2871747617.jpg
最新,https://movie.douban.com/subject/35634633/,终归大海 やがて海へと届く,2022,剧情,中川龙太郎,中川龙太郎,岸井雪乃/滨边美波/杉野遥亮/中崎敏/鹤田真由/中岛朋子/新谷ゆづみ/光石研,6.5,内向胆怯、无法很好地表达自己的湖谷真奈（岸井雪乃饰），与自由奔放且有些不可思议的卯木堇（滨边美波饰）相遇，两人成为了好朋友。但是，堇独自一人去旅行之后便杳无音讯。堇失踪后的五年，真奈仍然没能接受堇不在的事实。身边的人们都当堇已经死了，但真奈对此强烈抗拒。某一天，真奈从堇 的前男友远野敦（杉野遥亮饰）那里收到了对堇来说十分重要的摄像机，摄像机里储存着真奈和堇一同拥有的回忆，以及堇无人知晓的秘密......真奈为了能与堇再次会面，前往了堇最后去的旅行地......,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2812758602.jpg
最新,https://movie.douban.com/subject/35235504/,她喜欢的是 彼女が好きなものは,2021,爱情/同性,草野翔吾,草野翔吾,神尾枫珠/山田杏奈/前田旺志郎/三浦獠太/池田朱那/今井翼/渡边大知/三浦透子/矶村勇斗/山口纱弥加,7.1,该片改编自浅原直人小说《她喜欢的是BL而不是我》，电影讲述隐藏自己性取向的男高校生安藤纯（神尾）和隐藏自己腐女身份的同学三浦纱枝的恋爱故事，描写了安藤在普世价值观和性取向之间的挣扎。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2658412932.jpg
最新,https://movie.douban.com/subject/33957717/,奇奇与蒂蒂：救援突击队 Chip 'n' Dale: Rescue Rangers,2022,喜剧/动画/悬疑,阿吉瓦·沙弗尔,丹·格雷戈尔/道格·曼德,安迪·萨姆伯格/约翰·木兰尼/琪琪·莱恩/威尔·阿奈特/艾瑞克·巴纳/弗卢拉·博格/丹尼斯·海斯伯特/科甘-迈克尔·凯/特蕾丝·麦克尼尔/蒂姆·罗宾逊/塞斯·罗根/J·K·西蒙斯/达旺·麦克唐纳/阿吉瓦·沙弗尔/蕾切尔·布鲁姆/科里·伯顿/吉姆·卡明斯/克里斯·帕内尔/杰夫·贝内特/斯蒂夫·科蒂斯·查普曼/乔玛·塔科内/艾伦·欧朋海默/查尔斯·弗莱舍/格雷格·秦/塔德·斯通斯/吉恩·吉尔平/维克托·特平/肯佐·李/大卫·田纳特/宝拉·阿巴杜/保罗·路德/罗森·马歇尔·瑟伯/马特·诺兰/汤姆安东内利斯/朱利安·格雷厄姆/瑞安·阿罗索/埃姆利·贝赫什蒂/马克·卡西米尔·戴妮奇斯/约翰尼·曼斯巴赫/安东尼·莫利纳利,7.1,在《奇奇与蒂蒂：救援突击队》电视动画结束30年后，奇奇成为了一个过着枯燥生活的保险业务员，蒂蒂则动了CGI手术让自己变成时下的3D动画造型，到处参加影迷活动回味着往日的辉煌；就在此时，针对动画人物的绑架事件接二连三的发生，当受害者中出现昔日同伴的名字时，奇奇与蒂蒂阔别多年的联手，试图找出真相与挽回破裂多年的友情。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2873435044.jpg
最新,https://movie.douban.com/subject/35090397/,象棋的故事 Schachnovelle,2021,剧情/惊悚/战争,菲利普·施特尔茨尔,Eldar Grigorian/斯蒂芬·茨威格,奥利弗·马苏奇/Dieter Bernhardt/Elias Gabele/比吉特·米尼希迈尔/拉斐尔·斯塔霍维亚克/Isa Hochgerner/马蕾茜·里格纳/Anton Rattinger/Aron Eichhorn/约翰内斯·赛勒/马库斯·施莱泽/Clemens Berndorff/Gerhard Flödl/卢卡斯·米科/安德烈·鲁斯特,7.5,"To withstand the psychological torture of the Gestapo, a lawyer imprisoned by the Nazis rescues himself in the world of chess.",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2639095433.jpg
最新,https://movie.douban.com/subject/34953744/,孵化 Pahanhautoja,2022,恐怖,汉娜·伯格霍尔姆,伊利亚·劳齐,西里·索拉林纳/索菲娅·黑基莱/亚尼·沃拉宁/雷诺·诺丁/Oiva Ollila/Ida Määttänen/萨伊亚·伦托宁/Stella Leppikorpi/Hertta Nieminen/Aada Punakivi/Hertta Karen/Jonna Aaltonen/Miroslava Agejeva,6.3,本片讲述一个12岁的完美主义女孩发现了一个奇怪的蛋，她把蛋藏起来不让苛刻的母亲看到。而当蛋孵化时，一个像鸟一样的生物出现了。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2633032885.jpg
最新,https://movie.douban.com/subject/35404025/,旋涡 Vortex,2021,剧情,加斯帕·诺,加斯帕·诺,达里奥·阿基多/弗朗索瓦兹·勒布伦/亚历克斯·鲁茨/Kylian Dheret/Vuk Brankovic/Kamel Benchemekh/查尔斯·莫赫伦/Frank Villeneuve/Corinne Bruand/Joël Clabault/Philippe Rouyer/Jean-Pierre Bouyxou/Eric Fourneuf/Nicolas Hirgair/Nathalie Roubaud/弗朗西丝·哈代,8.0,「我已经拍过令人发噱、惊愕或挑逗的电影。这次，我想让观众跟我一起尽情流泪，体验生命即是电影。」作品总是充满争议的阿根廷名导演加斯帕诺埃，新作《漩涡》一改迷幻癫狂的影像风格，反将镜头转向逐渐萎缩的生命。影片请出意大利恐怖名导达里奥阿基多挑梁主演，面对年迈妻子精神退化、日渐失语，他们习以为常的生活也即将瓦解。影片以分割画面手法，平行呈现这对老夫妇走向凋零的样貌，透过近乎纪录片的拍摄手法，捕捉生命里真实动人的痕迹。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2671377414.jpg
最新,https://movie.douban.com/subject/34913315/,一杯上路 One For The Road,2021,剧情,纳塔吾·彭皮里亚,Puangsoi Aksornsawang/诺塔彭·邦帕卡布/纳塔吾·彭皮里亚,塔纳波·里拉塔纳卡邹/纳塔拉·诺帕卢塔亚朋/茱蒂蒙·琼查容苏因/瓦尔蕾特·瓦帖儿/Ploi Horwang/斯拉潘·瓦塔纳金达/芮塔·彭安/刘艺/Lissa Carandang-Sweeney/Daniel Hirsh/Georges Hilaire/Tracy Fisher/Luqman A. Agiya/John Cain/Alberto Fabbretti/John Richard Frey,5.6,《一杯上路》将聚焦一对好兄弟，跨越14万公里，进行一场笑泪齐飞的另类告别之旅。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2856685048.jpg
最新,https://movie.douban.com/subject/35661841/,猫和老鼠：西部大冒险 Tom and Jerry: Cowboy Up,2022,剧情/动画/冒险,Darrell Van Citters,威廉·汉纳/约瑟夫·巴伯拉,George Ackles/克里·萨莫,5.6,这部电影在荒野的西部发现了猫和老鼠二人组，他们在那里帮助从一个恶棍手中拯救了一个牧场。竞争对手联手帮助一个女牛仔和她的兄弟从贪婪的土地掠夺者手中拯救他们的家园。杰瑞的三个早熟的侄子也加入了行动，汤姆围捕了一队土拨鼠。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2736392803.jpg
最新,https://movie.douban.com/subject/35008440/,唐顿庄园2 Downton Abbey: A New Era,2022,剧情/爱情,西蒙·柯蒂斯,朱利安·费罗斯,米歇尔·道克瑞/休·博纳维尔/伊丽莎白·麦戈文/玛吉·史密斯/劳拉·卡尔迈克尔/吉姆·卡特/布兰登·柯伊尔/凯文·道尔/琼安·弗洛加特/哈利·海顿-佩顿/罗伯·詹姆斯-克里尔/艾伦·里奇/菲利斯·洛根/索菲 麦希拉/塔彭丝·米德尔顿/莱斯利·尼科尔/艾美达·斯丹顿/佩内洛普·威尔顿/纳塔莉·贝伊/萨曼莎·邦德/拉奎尔·卡西迪/迈克尔·福克斯/休·丹西/乔纳森·考尔/苏·乔斯顿/道格拉斯·瑞斯/劳拉·哈德克/乔纳森·扎凯/多米尼克·韦斯特/亚历克斯·麦奎因/查理·沃森/保罗·柯普雷/奥利维耶·克拉弗里,8.2,影片为2019年《唐顿庄园》电影的续集，在这一部故事中，唐顿庄园将迎来一个崭新的时代，与此同时，老伯爵夫人（玛吉·史密斯 Maggie Smith 饰）的一段神秘过往也将被揭晓。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2871809800.jpg
最新,https://movie.douban.com/subject/35235505/,鬼作秀动画特辑 Creepshow Animated Special,2020,悬疑/惊悚/恐怖,格里高利·尼克特洛,格里高利·尼克特洛/梅拉妮·戴尔/斯蒂芬·金/乔·希尔,基弗·萨瑟兰/乔伊·金/法伊娜·桑切斯/Mason Pike,6.2,"In the first segment, a doctor and drug smuggler stranded on a desert atoll discovers that he'll do anything to survive. In the second segment, a teenaged girl named Blake visits the ""Circus of the Dead"" with her family and discovers that the acts are all-too-real.yuanji.cc",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2623889803.jpg
最新,https://movie.douban.com/subject/27662545/,布莱顿4号 Brighton 4th,2021,剧情/喜剧,列万·科古瓦什威利,鲍里斯·弗鲁明,Levan Tedaishvili/Giorgi Tabidze/卡希·卡夫萨泽/娜杰日达·米哈尔科娃/Irakli Kavsadze/Tornike Bziava/Anastasia Romashko/Giorgi Kipshidze/Laura Rekhviashvili/Irma Gachechiladze/Lew Gardner/Tsutsa Kapanadze/Archil Makalatia/斯特凡尼娅·马卡洛娃/Yuri Zur,7.1,影片讲述了格鲁吉亚前摔跤手卡希，从第比利斯前往布鲁克林的布莱顿海滩，帮助他的儿子索索找到解决赌债方法的故事。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2871257419.jpg
最新,https://movie.douban.com/subject/35142915/,行骗天下JP：英雄篇 映画コンフィデンスマンJP 英雄編,2022,喜剧,田中亮,古泽良太,长泽雅美/东出昌大/小日向文世/江口洋介/松重丰/角野卓造/生濑胜久/石黑贤/梶原善/高岛政宏,7.2,信用诈欺师系列继香港、马来西亚，第三部电影版将舞台拉到了欧洲！,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2873795999.jpg
最新,https://movie.douban.com/subject/35528906/,攻壳机动队 SAC_2045 持续可能战争 攻殻機動隊 SAC_2045 持続可能戦争,2021,科幻/动画,神山健治,神山健治 Kenji Kamiyama/桧垣亮/砂山蔵澄/土城温美/佐藤大/大東大介,田中敦子/阪脩/大塚明夫/山寺宏一/仲野裕/大川透/小野冢贵志/山口太郎/玉川纱己子/潘惠美/津田健次郎/曽世海司/喜山茂雄/林原惠美,6.5,Netflix 影集《攻壳机动队：SAC_2045》第 1 季脱胎换骨，推出长篇动画电影版。不仅加入全新场景，片中所有画面皆重新调色。本片由藤井道人执导，他的真人电影导演作品包括入围六项日本电影金像奖的《新闻记者》，以及《家族极道物语》。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2702643721.jpg
最新,https://movie.douban.com/subject/34937892/,主播 앵커,2022,悬疑/惊悚,郑志妍,郑志妍,千禹熙/申河均/李慧英/车来亨/朴智炫/南文哲/林成宰/金英弼/李海云/郑顺元/朴世贤,6.2,新闻直播5分钟前，电视台知名主播世拉（千禹熙 饰）接到一名女子的电话，对方表示自己将被杀害。世拉认为这只是通恶作剧电话，但内心又感到十分不安，而世拉的母亲素贞（李慧英 饰）则认为，这是个能让世拉成为真正主播的好机会，让世拉决定前往对方的家，没想到却发现女子和其女儿陈尸在家中。此后，世拉眼前不断浮现那名女子死去的模样，并再次见到曾出现在案发现场的精神科医生仁浩（申河均 饰），对于曾是死者主治医生的仁浩，世拉对他的疑心愈来愈重……,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2870885768.jpg
最新,https://movie.douban.com/subject/34456012/,夏夜追风 Along for the Ride,2022,剧情/爱情,索菲娅·阿尔瓦雷斯,索菲娅·阿尔瓦雷斯/Sarah Dessen,艾玛·帕萨罗/贝尔蒙特·卡梅利/Laura Kariuki/凯特·波茨沃斯/德蒙特·莫罗尼/安迪·麦克道威尔/吉娜维芙·汉内柳斯/Samia Finnerty/里卡多·乌尔塔多/保罗·卡米耶/马库斯·斯克里布纳/David S. Bridson/Isaac Lee/Jenique Bennett/Angel Luis/Ryan Nyquist/Sarah Dessen,6.5,大学开学前的暑假，勤奋好学的奥登遇到了神秘的伊莱。通过一次次的夜出探索，伊莱帮奥登体验到了她不曾拥有的无忧青春。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2870354095.jpg
最新,https://movie.douban.com/subject/35441573/,首尔怪谈 서울괴담,2022,奇幻,洪元基,金度允/奉宰铉/徐智秀/金炫廷/孙贤祐/崔乂园/雅丽克丝/秋昭贞/吴龙/李旼赫/李垂珉/李烈音/李英珍/李浩沅/郑元昌/周鹤年,,5.1,电影包含10个怪谈主题所组成：密室逃脱、人体模型、变脸游戏、婚姻、二手家俱、层间噪音、魂游、寄生虫、红衣服、隧道。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2871716376.jpg
最新,https://movie.douban.com/subject/35456459/,毕业季 Senior Year,2022,喜剧,亚历克斯·哈德卡瑟尔,布兰登·斯科特·琼斯/安德鲁·克劳尔/Arthur Pielli,蕾蓓尔·威尔森/安格瑞·赖斯/艾丽西亚·希尔维斯通/玛丽·霍兰/茉莉·布朗/山姆·理查森/泽尔·亚当斯/佐伊·晁/迈克尔·西米诺/克里斯·帕内尔/安娜·伊·普伊格/贾斯汀·哈特雷/泰勒·巴恩哈特/贾德·本德尔/阿凡提卡·万达纳普/乔舒亚·科利/杰里米·雷·泰勒/布兰登·斯科特·琼斯/蒂凡尼·丹妮丝·霍布斯/史蒂夫·青木/约翰·克劳/莱纳德·R·巴特勒/Darrell Snedeger/约翰·盖蒂尔,6.3,一个拉拉队队长在昏迷20年后醒来，她回到高中，试着恢复自己的地位，并要求拿回舞会皇后的桂冠。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2873016335.jpg
最新,https://movie.douban.com/subject/30218511/,纯粹的激情 Passion Simple,2020,剧情/爱情,丹妮尔·阿尔彼得,丹妮尔·阿尔彼得/安妮·埃尔诺,利蒂希亚·多施/谢尔盖·波卢宁/卡罗琳·杜西/格莱戈尔·科林/苏莱曼·达兹/沙希拉·法赫米/杜尼亚·西乔夫/Lou-Teymour Thion/Vincent Courcelle-Labrousse/Arthur Vercken/Graziella Fiesoli/Caroline Marson/Luc Bataini/Thomas Lefrançois/Marie Chauvin,5.6,薇姬·克里普斯([幽冥端绪])、丹尼拉·科兹洛夫斯基([火海凌云])将主演新片[纯粹的激情](Passion Simple，暂译)，丹妮尔·阿尔彼得([贝鲁特酒店])执导，故事改编自安妮·艾诺同名法语畅销小说，讲述一名法国的研究员(薇姬饰)爱上了一名俄国的的已婚外交官。影片计划于今年秋季开拍。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2627325356.jpg
最新,https://movie.douban.com/subject/35743103/,小说家的电影 소설가의 영화,2022,剧情,洪常秀,洪常秀,李慧英/金敏喜/徐永嬅/朴美姬/权海骁/赵允熙/河成国/奇周峯/李银美/金诗荷,7.5,故事讲述了小说家俊熙（李慧英 饰）远道而来拜访后辈的书店，独自散步并遇见电影导演夫妇和演员，并说服女演员（金敏喜 饰）一起拍电影的故事。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2870976733.jpg
最新,https://movie.douban.com/subject/34816897/,绞肉行动 Operation Mincemeat,2021,剧情/战争,约翰·马登,米歇尔·阿什福德/Ben Macintyre,科林·费尔斯/马修·麦克费登/凯莉·麦克唐纳/佩内洛普·威尔顿/强尼·弗林/詹森·艾萨克/马克·加蒂斯/哈蒂·莫拉汉/马克·博纳尔/保罗·里特/阿历克斯·杰宁斯/西蒙·罗斯/詹姆斯·弗雷特/尼古拉斯·罗尔/威尔·基恩/夏洛特·汉布林/洛恩·麦克菲登/鲁弗斯·赖特/琼乔·奥雷尔/鲁比·本特尔/埃莉·哈丁顿/西蒙·拉塞尔·比尔/迈克尔·博特/Amy Marston/加布瑞拉·克里维/亚历山大·拜尔/马库斯·冯·林根/哈维尔·戈迪诺/佩德罗·卡萨布兰科/Laura Morgan/佩普·托萨/格拉姆·柯里/Caspar Jennings/Dolly Gadsdon,6.2,影片聚焦第二次世界大战盟军策划的“绞肉行动”，歼灭德军数十万，为二战胜利奠定基础。1943年，盟军决定打破希特勒对被占领的欧洲地区的统治，情报官员埃文（科林·费尔斯 饰）和查尔斯（马修·麦克费登 饰）想出了一个妙不可言的假情报策略：用一具携带虚假机密的尸体误导德军，将其注意力引向希腊。希特勒中计后，盟军登陆了西西里岛，歼灭近20万德军，为欧洲战场的胜利奠定了坚实的基础。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2691069194.jpg
最新,https://movie.douban.com/subject/35307624/,渔港的肉子酱 漁港の肉子ちゃん,2021,动画,渡边步,西加奈子/大岛里美,大竹忍/木村心美/花江夏树/吉冈里帆/松子DELUXE/石井泉/中村育二/山西惇/八十田勇一,8.1,明石家秋刀鱼首度企画动画电影作品！改编西加柰子原作小说，STUDIO4℃制作的动画电影《渔港的肉子酱》将于今年初夏公映！,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2871666892.jpg
最新,https://movie.douban.com/subject/35231757/,针惜情缘 Ράφτης,2020,剧情/喜剧,Sonia Liza Kenterman,Sonia Liza Kenterman,Dimitris Imellos/Tamilla Koulieva/Thanasis Papageorgiou/Stathis Stamoulakatos/Daphne Michopoulou/Samuel Akinola/Georgia Alexopoulou/Panagiota Bimpli/Giorgos Biniaris/Tetyana Glovachova/Korina Gougouli/Vaso Iatropoulou/Eva Kaminari/Sakis Kiousis/Luba Krivochissa,6.7,尼科斯的家族在雅典有一间代代相传的裁缝店，专营男装西服定制，他自己也从父亲那里学到了手艺，成天窝在阁楼工作。经济危机来临，客人越来越少，雪上加霜的是，尼科斯的父亲也病倒了。不久后，银行上门威胁要收回店铺。在这个关键时刻，尼科斯踏出了阁楼为他圈定的舒适区，开始做出事业以及人生上的改变。他改变了裁缝店的经营模式，以流动销售的方式贩卖婚纱，在这个过程中，尼科斯也为女性带来了新的时尚风潮和自信。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2656125502.jpg
最新,https://movie.douban.com/subject/35173912/,琴茧 いとみち,2021,剧情,横滨聪子,横滨聪子/越谷治,驹井莲/丰川悦司/黑川芽以/横田真悠/中岛步/古坂和仁/宇野祥平/西川洋子,6.7,16岁的高中女生相马丝（驹井莲）的特长是弹三味线。有一天，她开始在津轻的女仆咖啡店打工，她的生活也发生了翻天覆地的变化。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2666292654.jpg
最新,https://movie.douban.com/subject/35083986/,刺猬索尼克2 Sonic the Hedgehog 2,2022,喜剧/动作/科幻,杰夫·福勒,帕特里克·凯西/乔什·米勒/约翰·惠廷顿,詹姆斯·麦斯登/金·凯瑞/本·施瓦茨/提卡·森普特/伊德里斯·艾尔巴/娜塔莎·罗斯韦尔/亚当·佩里/谢默·摩尔/李·马贾道布/科琳·欧肖内希/梅洛德·诺西普·尼曼/汤姆·巴特勒/布拉德·卡利利莫库/杰夫·桑卡/伊丽莎白·鲍恩/多恩·列夫/里斯·威廉姆斯/西蒙·钱/弗雷泽·科比特/奎因·厄利/马库斯·奥雷里奥/尼托·拉里奥萨/迈克·鲁菲诺,5.7,索尼克在绿丘镇安顿下来之后，就急着要证明自己有能力成为一名真正的英雄。当蛋头博士带着全新的搭档纳克鲁斯，又回来寻找一块力量强大足以毁灭人类文明的翡翠的时候，他就面对了另一个严峻的考验。这次索尼克和他自己的跟班塔尔斯携手合作，一起踏上一场环游世界的冒险旅程，希望能在那块翡翠落入坏人手中之前先找到它。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2871463816.jpg
最新,https://movie.douban.com/subject/35259175/,"你好陌生人：电影版 Hello, Stranger: The Movie",2021,喜剧/爱情/同性,德本·巴尔塔扎尔,Daniel Saniana/Patrick John Valencia,托尼·拉布鲁斯卡/JC Alcantara/Vivoree Esclito/Patrick Quiroz/吉莉安·维森乔/Miguel Almendras/Meanne Espinosa/Dionne Monsanto/Jindric Macapagal/Jae Miranda/Luigi Quesada/Andre Miguel/Markus Paterson/Yayo Aguila/Bing Pimentel,7.1,"Follows the unlikely relationship of Mico and Xavier while they navigate schoolwork in the middle of a pandemic as strangers, enemies, partners, friends, and much much more.",https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2631471802.jpg
