页数,文章链接,文章标题,时间,来源,作者,浏览量
39,https://www.jhc.cn/2021/0909/c4548a135898/page.htm,弘扬伟大建党精神 为“共同富裕”注入青春力量,2021-09-09,校团委,胡宇翔 摄影 郑胜杰 王天,1550
39,https://www.jhc.cn/2021/0909/c4548a135897/page.htm,武义县县长帅朝晖一行来校交流考察,2021-09-09,校办（合作与发展办）  ,徐茹倩 摄影 王天,941
39,https://www.jhc.cn/2021/0909/c4548a135862/page.htm,教师节前夕 道一句辛苦 送一声祝福,2021-09-09,宣传部（文化育人办公室）,王璐 摄影 郑胜杰 王天,1027
39,https://www.jhc.cn/2021/0907/c4548a135797/page.htm,开学季  校领导现场办公办实事、解难题、促发展,2021-09-07,宣传部（文化育人办公室）,王璐 摄影 郑胜杰 王天  李琳 吴天昊,1666
39,https://www.jhc.cn/2021/0906/c4548a135748/page.htm,中国航天科技集团公司原总工程师庄国京一行赴金职院考察交流,2021-09-06,机电工程学院,方  敏  摄影 郑胜杰,2383
39,https://www.jhc.cn/2021/0903/c4548a135704/page.htm,省政协常委、教科卫体委主任王喜法一行  到金职院调研指导工作,2021-09-03,宣传部 机电学院 医学院,王璐 娄珺 周飞腾 摄影 郑胜杰 摄像 王天,2159
39,https://www.jhc.cn/2021/0903/c4548a135686/page.htm,对接双高 对标职本 推进高质量人才培养  ——金职院召开2021年暑期教学工作会议,2021-09-03,教务处,李远远 摄影 王天,1690
39,https://www.jhc.cn/2021/0902/c4548a135670/page.htm,金职院党委开展第18期夜学,2021-09-02,党委宣传部（文化育人办公室）,于辰辰 摄影 孙立臣,803
39,https://www.jhc.cn/2021/0902/c4548a135664/page.htm,2021年全国养老护理职业技能大赛浙江赛区选拔赛在金职院举办,2021-09-02,医学院,楼甜甜 王岚 周飞腾,680
39,https://www.jhc.cn/2021/0901/c4548a135619/page.htm,省委授权巡视高职高专第八组向金华职业技术学院党委反馈巡视情况,2021-09-01,金华职业技术学院,  摄影 郑胜杰,1657
39,https://www.jhc.cn/2021/0831/c4548a135588/page.htm,优育人 强服务 推进学生工作高质量发展 —— 金职院召开2021年暑期学生工作会议,2021-08-31,学生处,包靓 摄影 孙立臣,2302
39,https://mp.weixin.qq.com/s/aD5M9QKsBLNxb2XL94leEA,金职院开展校园疫情防控应急演练,2021-08-29,,,
40,https://www.jhc.cn/2021/0828/c4548a135521/page.htm,海康威视高级副总裁徐习明一行来校洽谈交流,2021-08-28,校办（合作与发展办）,徐茹倩,1519
40,https://www.jhc.cn/2021/0823/c4548a135417/page.htm,金职院举办2021年新进教职工培训班开班仪式,2021-08-23,人事处,李泓冰,1941
40,https://mp.weixin.qq.com/s/pXWUA_yFKUGT-K28cx8BHA,奋进正当时 砥砺再扬帆——金职院在2021年浙江省高职院校教学能力比赛中取得优异成绩,2021-08-22,,,
40,https://www.jhc.cn/2021/0819/c4548a135365/page.htm,金职院白东明博士获批国家自然科学基金青年项目,2021-08-19,机电工程学院,方敏,1531
40,https://mp.weixin.qq.com/s/KvpKIEMI56CNo1SQELpdXg,对标对表补短板 聚神聚力强内涵 以高质量发展融入共同富裕示范区建设——金职院召开2021年暑期中层干部读书会,2021-08-18,,,
40,https://mp.weixin.qq.com/s/sm9H3rk56ifuaoXorLZjQQ,金职院辅导员章红兵获2021年浙江省“高校辅导员年度人物”称号,2021-08-15,,,
40,https://www.jhc.cn/2021/0812/c4548a135323/page.htm,政校携手  联合开展“金华志愿者学院”建设调研,2021-08-12,团委,付云翔 摄影 郑胜杰,1870
40,https://www.jhc.cn/2021/0811/c4548a135322/page.htm,校领导实地调研暑期修缮项目 走访慰问在岗教职员工,2021-08-11,宣传部（文化育人办公室）,李琳 摄影 王天,895
40,https://www.jhc.cn/2021/0802/c4548a135253/page.htm,金职院喜获第二批国家级职业教育教师教学创新团队立项建设单位,2021-08-02,医学院,黄利全 周飞腾,2480
40,https://www.jhc.cn/2021/0730/c4548a135215/page.htm,共叙军民鱼水情——校长梁克东一行走访慰问共建部队,2021-07-30,学生处 宣传部,金飞龙  摄影：郑胜杰 孙立臣,1257
40,https://www.jhc.cn/2021/0729/c4548a135177/page.htm,金职院在首批省级课程思政教学项目评选中喜获佳绩,2021-07-29,教务处 ,辛 奇,1275
40,https://www.jhc.cn/2021/0725/c4548a135121/page.htm,严之又严 实之又实——全力筑牢台风“烟花”安全防线,2021-07-25,宣传部（文化育人办公室）、教育之江,陈晓明 摄影 孙立臣,1509
40,https://www.jhc.cn/2021/0724/c4548a135096/page.htm,校领导暑期深入学院调研指导高水平专业群建设,2021-07-24,双高办  机电学院, 徐婧  方敏  摄影 孙立臣,1310
40,https://mp.weixin.qq.com/s/cuCQxjSheIczG5IQgjrQFg,金职院在“建行杯”第七届浙江省国际“互联网+” 大学生创新创业大赛中再创佳绩,2021-07-24,,,
41,https://www.jhc.cn/2021/0718/c4548a134899/page.htm,党委书记王振洪一行暑期走访上海企业  促进校企深度合作,2021-07-18,就业指导处、创业学院,​ 卜晓斌,2477
41,https://www.jhc.cn/2021/0716/c4548a134842/page.htm,党委书记王振洪应邀出席长三角高职院校学前教育联盟党建和思政工作研讨会,2021-07-16,师范学院,索奕双,1256
41,https://www.jhc.cn/2021/0716/c4548a134840/page.htm,金职学子在2021年“振兴杯”浙江省青年职业技能竞赛专项赛（创新创效竞赛）中喜获佳绩,2021-07-16,校团委 ,胡宇翔,1280
41,https://www.jhc.cn/2021/0713/c4548a134634/page.htm,金职院党委召开2021年上半年全面从严治党专题会议,2021-07-13,学校办公室,陆海峰  摄影 孙立臣,1202
41,https://www.jhc.cn/2021/0713/c4548a134611/page.htm,金职院党委理论学习中心组专题学习习近平总书记 “七一”重要讲话精神,2021-07-13,宣传部（文化育人办公室）,于辰辰 摄影 孙立臣,860
41,https://www.jhc.cn/2021/0713/c4548a134610/page.htm,龚永坚巡听旁听公共学院（马克思主义学院）党委理论学习中心组（扩大）专题学习会,2021-07-13,公共基础学院,李娟,839
41,https://www.jhc.cn/2021/0717/c4548a134894/page.htm,徐领巡听旁听制药学院党委理论学习中心组（扩大）专题学习会,2021-07-13,制药学院,邱苗 何中丽,484
41,https://mp.weixin.qq.com/s/58F1R0Jv9QtoUAxR1FyFDA,教育部职成司副司长林宇调研金职院智能化精密制造产教园,2021-07-12,,,
41,https://www.jhc.cn/2021/0710/c4548a134556/page.htm,金职院举办党外人士能力提升培训班,2021-07-10,组织部 统战部,何碧峰   摄影 郑胜杰,1002
41,https://www.jhc.cn/2021/0710/c4548a134554/page.htm,金职院召开第8次理论学习中心组学习（扩大）会暨 “高校数字化改革”专题报告会,2021-07-10,宣传部,于辰辰 摄影郑胜杰,842
41,https://www.jhc.cn/2021/0710/c4548a134536/page.htm,金职院举办干部考察员业务培训班,2021-07-10,组织部 统战部 离退休处,陈静泓,919
41,https://www.jhc.cn/2021/0709/c4548a134535/page.htm,金职院召开师德专题教育工作推进会,2021-07-09,人事处,梅晓辉,844
41,https://mp.weixin.qq.com/s/A89Ks2Rja9y9kDb___5MAA,“芯”光不负追梦人——金职学子张雅琳获浙江省“十佳大学生”称号,2021-07-09,,,
41,https://www.jhc.cn/2021/0708/c4548a134499/page.htm,浙江省督导评估工作培训会在金职院召开,2021-07-08,教育督导处   ,岑 建,934
42,https://www.jhc.cn/2021/0708/c4548a134493/page.htm,梁克东巡听旁听医学院党委理论学习中心组（扩大）专题学习会,2021-07-08,医学院 ,李存航 周飞腾,879
42,https://www.jhc.cn/2021/0708/c4548a134479/page.htm,金职院举办毕业生留金就业研讨会,2021-07-08,就业处,卜晓斌 孟东方 摄影 孙立臣,964
42,https://www.jhc.cn/2021/0707/c4548a134473/page.htm,金职院召开2021年全国职业院校技能大赛总结分析会,2021-07-07,教务处,余经纬,1284
42,https://www.jhc.cn/2021/0707/c4548a134459/page.htm,金职院举行2021年““一带一路””阿郎行乡村振兴专项行动出征仪式,2021-07-07,学生处 ,赵 倩,1113
42,https://www.jhc.cn/2021/0706/c4548a134443/page.htm,王振洪巡听旁听师范学院党委理论学习中心组（扩大）专题学习会,2021-07-06,宣传部（文化育人办公室） 师范学院,陈晓明 胡云莺 摄影 郑胜杰,1065
42,https://mp.weixin.qq.com/s/JDlhXWs82pFfM2FzVj1d7A,金职院学士苑9号楼学生公寓改建工程正式开工,2021-07-05,,,
42,https://www.jhc.cn/2021/0704/c4548a134389/page.htm,机电工程学院机械党支部获 “浙江省先进基层党组织”称号,2021-07-04,机电工程学院,章妙,973
42,https://mp.weixin.qq.com/s/wwSOWrtOacVrZKnZcC3BoQ,金职院教师胡爱招受邀在天安门前观礼“七一”盛典！,2021-07-02,,,
42,https://www.jhc.cn/2021/0702/c4548a134293/page.htm,重温建党伟业 感触信仰力量 ——金职院党委开展第17期夜学,2021-07-02,宣传部（文化育人办公室0,于辰辰 摄影 孙立臣,1102
42,https://www.jhc.cn/2021/0702/c4548a134369/page.htm,戴纪念章 送鲜花 拉家常 这次党员慰问很暖心,2021-07-01,金华职业技术学院,周巍 摄影 孙立臣 王天,625
42,https://mp.weixin.qq.com/s/0LaQ03AxiblmlveHy7KEjQ,金职院全体党员集中收看庆祝中国共产党成立100周年大会,2021-07-01,,,
42,https://www.jhc.cn/2021/0701/c4548a134272/page.htm,国赛专递十：制药学子喜获2021年全国职业院校技能大赛高职组“矿井灾害应急救援技术”赛项三等奖,2021-07-01,制药学院,曾宇春,876
42,https://www.jhc.cn/2021/0701/c4548a134263/page.htm,金职院机关党委各党支部开展“七一”主题党日活动,2021-07-01,综合,综合,1008
42,https://www.jhc.cn/2021/0701/c4548a134261/page.htm,国赛专递九：制药学子喜获2021年全国职业院校技能大赛高职组“化工生产技术”赛项一等奖,2021-07-01,制药学院,陈崇来,877
43,https://www.jhc.cn/2021/0629/c4548a134158/page.htm,百年大浪淘沙 激荡信仰力量 ——金职院万名学生共上党史学习教育专题党课,2021-06-29,宣传部（文化育人办公室）,王璐  图片 付云翔 等,1155
43,https://www.jhc.cn/2021/0629/c4548a134153/page.htm,金职院组织师生集中收看“七一勋章”颁授仪式,2021-06-29,宣传部,于辰辰 摄影：王天,980
43,https://www.jhc.cn/2021/0629/c4548a134135/page.htm,建党百年绽芳华 奋进担当谱新篇——金职院党建馆正式开馆,2021-06-29,金华职业技术学院,王璐 视频 孙立臣 图片 郑胜杰 王天,1322
43,https://www.jhc.cn/2021/0628/c4548a134091/page.htm,我校两名学生入选2021年浙江省大学生就业创业典型人物,2021-06-28,就业处,徐子岩,963
43,https://www.jhc.cn/2021/0625/c4548a134047/page.htm,金职院举行第五届“互联网+”大学生创新创业大赛总决赛,2021-06-25,就业处, 摄影 王天,2170
43,https://www.jhc.cn/2021/0625/c4548a134018/page.htm,平安护航 建党百年丨省教育厅安全检查专家组来金职院检查指导工作,2021-06-25,保卫处,林报春 李 飞,1428
43,https://www.jhc.cn/2021/0629/c4548a134159/page.htm,金职院召开校友会二届二次校友代表大会,2021-06-25,校友办,陈蝶丽,519
43,https://www.jhc.cn/2021/0625/c4548a134011/page.htm,教育厅党委书记、厅长陈根芳赴金职院检查校园安全工作,2021-06-25,校办,吕锋华 摄影：孙立臣,1224
43,https://www.jhc.cn/2021/0624/c4548a133960/page.htm,甘肃省陇南市考察团考察调研金职院智能化精密制造产教园,2021-06-24,机电工程学院,娄珺 摄影 孙立臣,987
43,https://www.jhc.cn/2021/0623/c4548a133934/page.htm,现场办公排隐患 平安稳定迎百年,2021-06-23,金华教育学院 商学院（金义网络经济学院）,虞柏根 陆佳帅  摄影 王天,820
43,https://mp.weixin.qq.com/s/U_yyLn7eyVDvSMZJT5EEkg,金职院隆重举行庆祝建党100周年文艺晚会,2021-06-23,,,
43,https://www.jhc.cn/2021/0623/c4548a133924/page.htm,国赛专递八：信息学子喜获2021年全国职业院校技能大赛高职组“软件测试”赛项二等奖,2021-06-23,信息工程学院（怀卡托国际学院）,陈晓龙,810
43,https://www.jhc.cn/2021/0623/c4548a133911/page.htm,国赛专递七：商学院学子喜获2021年全国职业院校技能大赛高职组“市场营销技能”赛项二等奖,2021-06-23,商学院（金义网络经济学院）,陈爱萍,754
43,https://www.jhc.cn/2021/0623/c4548a133900/page.htm,国赛专递六：师范学子荣获全国职业院校技能大赛高职组“学前教育专业教育技能”赛项二等奖,2021-06-23,师 范 学 院,曲晓苑,831
44,https://www.jhc.cn/2021/0623/c4548a133894/page.htm,校党委巡察组向建筑工程学院党委反馈巡察情况,2021-06-23,巡察办 ,谢 华,580
44,https://www.jhc.cn/2021/0615/c4548a133772/page.htm,19级南苑班学生圆满完成中国-中东欧国家联合商会第六次会议接待任务,2021-06-22,旅游学院,杜婧晔,514
44,https://www.jhc.cn/2021/0622/c4548a133776/page.htm,金职院召开后勤工作会议,2021-06-22,后勤中心,童春铭 奚亚妮 摄影：王天,718
44,https://mp.weixin.qq.com/s/ipI88Fm4FtNvhEDEApsAwg,金华职业技术学院融媒体中心正式启用，全面开启融媒新时代,2021-06-22,,,
44,https://www.jhc.cn/2021/0622/c4548a133758/page.htm,国赛专递五：医学院学子荣获全国职业院校技能大赛高职组“护理技能”赛项二等奖,2021-06-22,医学院,陈桂园,847
44,https://www.jhc.cn/2021/0621/c4548a133755/page.htm,国赛专递四：机电学子喜获2021年全国职业院校技能大赛高职组“机器视觉系统应用”赛项三等奖,2021-06-22,机电工程学院,白东明  章斌,1014
44,https://www.jhc.cn/2021/0616/c4548a133610/page.htm,学校工业设计协会获评“2020全国高校百强学生社团”,2021-06-22,校团委 机电学院,胡宇翔 吴京成,481
44,https://www.jhc.cn/2021/0621/c4548a133711/page.htm,国赛专递三：商学院学子喜获2021年全国职业院校技能大赛高职组“会计技能”赛项一等奖,2021-06-21,商学院（金义网络经济学院）,单松,1053
44,https://www.jhc.cn/2021/0618/c4548a133695/page.htm,书记校长深入一线  现场办公“出良方”,2021-06-18,宣传部,奚亚妮 摄影：王天,1073
44,https://www.jhc.cn/2021/0617/c4548a133664/page.htm,甘肃省定西市党政代表团参观考察金职院智能化精密制造产教园,2021-06-17,机电工程学院,娄珺 摄影 郑胜杰,787
44,https://www.jhc.cn/2021/0617/c4548a133663/page.htm,金职院党委召开专题会议传达学习省委十四届九次全会精神,2021-06-17,宣传部,于辰辰 摄影孙立臣 ,593
44,https://www.jhc.cn/2021/0617/c4548a133661/page.htm,省教育厅专家组来金职院开展实验室安全现场检查,2021-06-17,教务处,余经纬,621
44,https://www.jhc.cn/2021/0617/c4548a133660/page.htm,立业第一课：情暖毕业季 深深关怀意,2021-06-17,学生处,包 靓 摄影 孙立臣 郑胜杰 ,1013
44,https://www.jhc.cn/2021/0617/c4548a133658/page.htm,陈望道之孙陈晓帆来校开展“传承红色根脉，共品真理味道”主题沙龙,2021-06-17,学生处,陈颖燕,743
45,https://mp.weixin.qq.com/s/D64wo0Kk3VD8y9RbgNk9Ow,金华职业技术学院2021届毕业典礼隆重举行,2021-06-17,,,
45,https://www.jhc.cn/2021/0617/c4548a133641/page.htm,校教育发展基金会召开三届五次理事会会议,2021-06-17,基金会 ,陈蝶丽,515
45,https://www.jhc.cn/2021/0617/c4548a133640/page.htm,我校一教师及一志愿服务团队获省教育系统表彰,2021-06-17,校工会,吕远红,455
45,https://www.jhc.cn/2021/0617/c4548a133636/page.htm,我校举行金华市大学生实习就业双选会暨金职院、黄冈职院2021届、2022届毕业生实习就业双选会,2021-06-17,就业指导处、创业学院 ,卜晓斌 孟东方,654
45,https://www.jhc.cn/2021/0616/c4548a133607/page.htm,拨穗正冠  扬帆起航——师范学院举行2021届小学教育专业本科毕业典礼暨学位授予仪式,2021-06-16,师 范 学 院,胡晓飞  章琪,1458
45,https://www.jhc.cn/2021/0615/c4548a133597/page.htm,金华市纪委书记沈晓红来金职院调研全面从严治党工作  ,2021-06-15,校纪委,丁潇宁,812
45,https://mp.weixin.qq.com/s/7fLqxHcC9lXUOGDVLHpXRg,“永远跟党走”——校党委举行2021思政理论课实践教学成果展演,2021-06-11,,,
45,https://www.jhc.cn/2021/0611/c4548a133518/page.htm,2021国赛专递二：信息学子荣获全国职业院校技能大赛高职组“移动应用开发”赛项二等奖,2021-06-11,信息工程学院（怀卡托国际学院）,叶继阳,1310
45,https://www.jhc.cn/2021/0610/c4548a133506/page.htm,青春逐梦正当时  充电赋能勇担当——金职院年轻干部“金职菁英学堂”  首期培训班顺利开班,2021-06-10,组织部,姜伟仁 摄影 王天,1024
45,https://www.jhc.cn/2021/0608/c4548a133436/page.htm,金职院与浙江省金华监狱举行签约仪式,2021-06-08,公共基础学院,许俊俊  范晓雯,2423
45,https://www.jhc.cn/2021/0606/c4548a133319/page.htm,浙江省现代职业教育研究中心召开2021年度学术委员会会议,2021-06-06,职教院,王斌 金亮 摄影 王天,1494
45,https://www.jhc.cn/2021/0603/c4548a133191/page.htm,技能成就出彩人生：金职院党委夜学全国职业教育大会精神,2021-06-03,金华职业技术学院,于辰辰 摄影：孙立臣,1518
45,https://www.jhc.cn/2021/0603/c4548a133185/page.htm,金职院召开“无骗校园”创建工作专题会议,2021-06-03,保卫处,李 飞,1413
45,https://www.jhc.cn/2021/0603/c4548a133247/page.htm,2021年浙江省高校设备采购及资产管理工作研讨会在金华顺利召开,2021-06-02,资产处,王飞非  摄影 孙立臣,843
46,https://www.jhc.cn/2021/0602/c4548a133168/page.htm,忆往昔金职岁月，展未来共话发展——在杭老领导回校参观座谈,2021-06-02,校友办,陈蝶丽,1331
46,https://www.jhc.cn/2021/0601/c4548a133108/page.htm,商学院学子喜获2021年浙江省大学生电子商务竞赛高职组一等奖,2021-06-01,商学院（金义网络经济学院）,张 函  严梦甜,1035
46,https://www.jhc.cn/2021/0601/c4548a133092/page.htm,金职院召开不正之风和腐败问题专项整治动员部署暨“清廉金职”建设推进会,2021-06-01,纪委办,徐文杰 摄影 郑胜杰,1452
46,https://www.jhc.cn/2021/0531/c4548a133088/page.htm,金职院召开党建“双创”工作暨党史学习教育推进会,2021-05-31,宣传部,奚亚妮 摄影：王天,954
46,https://mp.weixin.qq.com/s/QdzhJwrAQnF652Mz0yJdBw,2021届毕业生“立业第一课”开课！,2021-05-30,,,
46,https://www.jhc.cn/2021/0529/c4548a133029/page.htm,浙江省高校教师教学发展中心联盟高职院校分盟第一次成员代表大会在金职院顺利召开,2021-05-29,人事处,吴杨伟,1414
